item_topic,source_topic,age_segment,dt,Others,Top and Other,record_id,visits
Психология,Искусство,26-30,9/24/2019 6:28:00 PM,Others,Искусство,1061393,1
Психология,Россия,26-30,9/24/2019 6:28:00 PM,Others,Россия,1061805,1
Путешествия,Деньги,26-30,9/24/2019 6:28:00 PM,Others,Другие,1062217,1
Путешествия,Здоровье,26-30,9/24/2019 6:28:00 PM,Others,Здоровье,1062385,1
Путешествия,Психология,26-30,9/24/2019 6:28:00 PM,Others,Другие,1062856,1
Путешествия,Путешествия,26-30,9/24/2019 6:28:00 PM,Others,Путешествия,1062896,1
Путешествия,Семейные отношения,26-30,9/24/2019 6:28:00 PM,Others,Семейные отношения,1063173,1
Путешествия,Финансы,26-30,9/24/2019 6:28:00 PM,Others,Другие,1063371,1
Рассказы,Знаменитости,26-30,9/24/2019 6:28:00 PM,Others,Знаменитости,1063612,1
Рассказы,История,26-30,9/24/2019 6:28:00 PM,Others,История,1063746,3
Рассказы,Полезные советы,26-30,9/24/2019 6:28:00 PM,Others,Полезные советы,1063897,1
Рассказы,Путешествия,26-30,9/24/2019 6:28:00 PM,Others,Путешествия,1064038,4
Рассказы,Ремонт,26-30,9/24/2019 6:28:00 PM,Others,Другие,1064124,1
Рассказы,Семья,26-30,9/24/2019 6:28:00 PM,Others,Семья,1064367,1
Рассказы,Спорт,26-30,9/24/2019 6:28:00 PM,Others,Другие,1064417,1
Россия,Авто,26-30,9/24/2019 6:28:00 PM,Others,Авто,1064523,2
Россия,История,26-30,9/24/2019 6:28:00 PM,Others,История,1064929,1
Россия,Кино,26-30,9/24/2019 6:28:00 PM,Others,Кино,1064998,1
Россия,Полезные советы,26-30,9/24/2019 6:28:00 PM,Others,Полезные советы,1065175,1
Россия,Путешествия,26-30,9/24/2019 6:28:00 PM,Others,Путешествия,1065304,1
Россия,Россия,26-30,9/24/2019 6:28:00 PM,Others,Россия,1065419,2
Россия,Семейные отношения,26-30,9/24/2019 6:28:00 PM,Others,Семейные отношения,1065561,1
Россия,Спорт,26-30,9/24/2019 6:28:00 PM,Others,Другие,1065699,1
Россия,Финансы,26-30,9/24/2019 6:28:00 PM,Others,Другие,1065865,1
Семья,Еда,26-30,9/24/2019 6:28:00 PM,Others,Другие,1066051,1
Семья,Одежда,26-30,9/24/2019 6:28:00 PM,Others,Одежда,1066480,1
Семья,Полезные советы,26-30,9/24/2019 6:28:00 PM,Others,Полезные советы,1066546,1
Семья,Психология,26-30,9/24/2019 6:28:00 PM,Others,Другие,1066644,1
Семья,Ремонт,26-30,9/24/2019 6:28:00 PM,Others,Другие,1066748,1
Семья,Россия,26-30,9/24/2019 6:28:00 PM,Others,Россия,1066803,1
Скандалы,Дети,26-30,9/24/2019 6:28:00 PM,Others,Дети,1067231,1
Скандалы,Знаменитости,26-30,9/24/2019 6:28:00 PM,Others,Знаменитости,1067340,3
Скандалы,Одежда,26-30,9/24/2019 6:28:00 PM,Others,Одежда,1067638,1
Скандалы,Политика,26-30,9/24/2019 6:28:00 PM,Others,Политика,1067715,1
Скандалы,Россия,26-30,9/24/2019 6:28:00 PM,Others,Россия,1067857,1
Скандалы,Семейные отношения,26-30,9/24/2019 6:28:00 PM,Others,Семейные отношения,1067982,1
Туризм,История,26-30,9/24/2019 6:28:00 PM,Others,История,1068579,2
Туризм,Кино,26-30,9/24/2019 6:28:00 PM,Others,Кино,1068629,1
Туризм,Одежда,26-30,9/24/2019 6:28:00 PM,Others,Одежда,1068704,1
Шоу,Одежда,26-30,9/24/2019 6:28:00 PM,Others,Одежда,1069762,1
Юмор,История,26-30,9/24/2019 6:28:00 PM,Others,История,1070530,2
Юмор,Семейные отношения,26-30,9/24/2019 6:28:00 PM,Others,Семейные отношения,1071109,1
Дети,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1042427,3
Дети,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1042679,1
Дети,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1042741,1
Дети,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1042856,3
Дети,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1042922,1
Женская психология,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1043138,1
Женская психология,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1043405,1
Женская психология,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1043460,1
Женская психология,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1043518,1
Женская психология,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1043586,1
Женская психология,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1043802,1
Женская психология,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1043882,1
Женщины,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1044067,1
Женщины,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1044259,1
Женщины,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1044369,1
Женщины,История,26-30,9/24/2019 6:29:00 PM,Others,История,1044434,3
Женщины,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1044572,1
Женщины,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1044638,1
Женщины,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1044995,3
Женщины,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1045075,2
Здоровье,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1045299,2
Здоровье,Еда,26-30,9/24/2019 6:29:00 PM,Others,Другие,1045363,4
Здоровье,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1045418,3
Здоровье,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1045478,3
Здоровье,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1045752,2
Здоровье,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1045914,1
Здоровье,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1046010,1
Здоровье,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1046073,1
Здоровье,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1046183,1
Здоровье,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1046244,1
Знаменитости,История,26-30,9/24/2019 6:29:00 PM,Others,История,1046690,1
Знаменитости,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1047036,4
Знаменитости,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1047139,2
Интересные факты,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1047398,1
Интересные факты,Еда,26-30,9/24/2019 6:29:00 PM,Others,Другие,1047565,2
Интересные факты,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1047619,1
Интересные факты,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1047786,1
Интересные факты,История,26-30,9/24/2019 6:29:00 PM,Others,История,1047854,5
Интересные факты,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1047927,1
Интересные факты,Музыка,26-30,9/24/2019 6:29:00 PM,Others,Другие,1047997,2
Интересные факты,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1048049,1
Интересные факты,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1048119,1
Интересные факты,Политика,26-30,9/24/2019 6:29:00 PM,Others,Политика,1048193,1
Интересные факты,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1048243,1
Интересные факты,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1048308,1
Интересные факты,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1048427,5
Интересные факты,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1048627,3
Интересные факты,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1048705,1
Интересные факты,Технологии,26-30,9/24/2019 6:29:00 PM,Others,Другие,1048854,1
Искусство,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1048927,1
Искусство,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1049322,2
Искусство,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1049572,1
Искусство,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1049615,3
Искусство,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1049909,2
Искусство,Технологии,26-30,9/24/2019 6:29:00 PM,Others,Другие,1050011,1
История,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1050050,1
История,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1050314,2
История,Интерьеры,26-30,9/24/2019 6:29:00 PM,Others,Другие,1050376,1
История,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1050403,1
История,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1050636,3
История,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1050689,1
История,Политика,26-30,9/24/2019 6:29:00 PM,Others,Политика,1050752,1
История,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1050864,1
История,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1050990,1
История,Сделай сам,26-30,9/24/2019 6:29:00 PM,Others,Другие,1051103,1
История,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1051155,2
История,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1051227,1
Красота,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1051450,1
Красота,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1051562,2
Красота,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1051625,2
Красота,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1051963,3
Красота,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1052113,1
Красота,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1052275,1
Красота,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1052390,2
Культура,Деньги,26-30,9/24/2019 6:29:00 PM,Others,Другие,1052635,1
Культура,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1052665,1
Культура,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1052777,2
Культура,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1052895,1
Культура,История,26-30,9/24/2019 6:29:00 PM,Others,История,1052962,2
Культура,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1053023,1
Культура,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1053141,1
Культура,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1053272,1
Культура,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1053407,3
Культура,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1053546,2
Культура,Строительство,26-30,9/24/2019 6:29:00 PM,Others,Другие,1053692,1
Наука,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1053767,1
Наука,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1054043,2
Наука,Интерьеры,26-30,9/24/2019 6:29:00 PM,Others,Другие,1054111,1
Наука,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1054286,2
Наука,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1054471,3
Наука,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1054591,1
Наука,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1054649,2
Наука,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1054776,1
Наука,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1054954,1
Наука,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1055025,1
Наука,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1055087,2
Общество,Деньги,26-30,9/24/2019 6:29:00 PM,Others,Другие,1055333,1
Общество,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1055564,1
Общество,История,26-30,9/24/2019 6:29:00 PM,Others,История,1055697,2
Общество,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1055895,1
Общество,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1056038,1
Общество,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1056106,1
Общество,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1056220,2
Общество,Сделай сам,26-30,9/24/2019 6:29:00 PM,Others,Другие,1056326,1
Общество,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1056371,2
Общество,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1056454,1
Общество,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1056521,1
Отношения,Еда,26-30,9/24/2019 6:29:00 PM,Others,Другие,1056835,1
Отношения,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1056894,2
Отношения,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1056963,3
Отношения,История,26-30,9/24/2019 6:29:00 PM,Others,История,1057163,1
Отношения,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1057326,1
Отношения,Политика,26-30,9/24/2019 6:29:00 PM,Others,Политика,1057471,1
Отношения,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1057532,2
Отношения,Ремонт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1057654,1
Отношения,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1057714,1
Отношения,Сделай сам,26-30,9/24/2019 6:29:00 PM,Others,Другие,1057858,3
Отношения,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1057916,2
Отношения,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1057987,1
Отношения,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1058031,1
Отношения,Строительство,26-30,9/24/2019 6:29:00 PM,Others,Другие,1058086,1
Отношения,Финансы,26-30,9/24/2019 6:29:00 PM,Others,Другие,1058176,1
Подборки,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1058229,1
Подборки,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1058326,1
Подборки,Еда,26-30,9/24/2019 6:29:00 PM,Others,Другие,1058388,1
Подборки,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1058443,2
Подборки,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1058496,2
Подборки,История,26-30,9/24/2019 6:29:00 PM,Others,История,1058655,1
Подборки,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1058718,1
Подборки,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1058834,3
Подборки,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1058915,4
Подборки,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1059075,2
Подборки,Сделай сам,26-30,9/24/2019 6:29:00 PM,Others,Другие,1059326,1
Подборки,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1059383,1
Подборки,Технологии,26-30,9/24/2019 6:29:00 PM,Others,Другие,1059611,1
Полезные советы,Здоровье,26-30,9/24/2019 6:29:00 PM,Others,Здоровье,1059930,1
Полезные советы,История,26-30,9/24/2019 6:29:00 PM,Others,История,1060138,1
Полезные советы,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1060278,1
Полезные советы,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1060355,1
Полезные советы,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1060504,1
Полезные советы,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1060636,1
Полезные советы,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1060690,1
Полезные советы,Сделай сам,26-30,9/24/2019 6:29:00 PM,Others,Другие,1060745,1
Полезные советы,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1060808,4
Полезные советы,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1060883,1
Полезные советы,Строительство,26-30,9/24/2019 6:29:00 PM,Others,Другие,1060982,1
Психология,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1061160,1
Психология,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1061489,1
Психология,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1061593,2
Психология,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1061806,3
Психология,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1061922,2
Психология,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1061985,1
Психология,Строительство,26-30,9/24/2019 6:29:00 PM,Others,Другие,1062082,1
Путешествия,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1062161,1
Путешествия,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1062431,1
Путешествия,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1062511,1
Путешествия,История,26-30,9/24/2019 6:29:00 PM,Others,История,1062577,1
Путешествия,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1062718,2
Путешествия,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1062897,1
Путешествия,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1063021,1
Путешествия,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1063174,3
Путешествия,Финансы,26-30,9/24/2019 6:29:00 PM,Others,Другие,1063372,1
Рассказы,История,26-30,9/24/2019 6:29:00 PM,Others,История,1063747,1
Рассказы,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1063980,1
Рассказы,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1064039,8
Рассказы,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1064220,1
Рассказы,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1064303,1
Рассказы,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1064368,1
Россия,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1064524,1
Россия,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1064757,2
Россия,Искусство,26-30,9/24/2019 6:29:00 PM,Others,Искусство,1064869,1
Россия,История,26-30,9/24/2019 6:29:00 PM,Others,История,1064930,3
Россия,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1064999,2
Россия,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1065119,1
Россия,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1065305,1
Россия,Ремонт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1065366,1
Россия,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1065420,1
Россия,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1065562,2
Россия,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1065700,1
Семья,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1065992,1
Семья,Еда,26-30,9/24/2019 6:29:00 PM,Others,Другие,1066052,1
Семья,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1066173,3
Семья,История,26-30,9/24/2019 6:29:00 PM,Others,История,1066342,2
Семья,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1066398,1
Семья,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1066481,1
Семья,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1066645,1
Семья,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1066699,2
Семья,Ремонт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1066749,1
Семья,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1066860,3
Семья,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1066971,2
Семья,Семья,26-30,9/24/2019 6:29:00 PM,Others,Семья,1067041,2
Скандалы,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1067232,1
Скандалы,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1067543,3
Скандалы,Политика,26-30,9/24/2019 6:29:00 PM,Others,Политика,1067716,1
Скандалы,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1067785,1
Скандалы,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1067983,1
Скандалы,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1068096,1
Туризм,Деньги,26-30,9/24/2019 6:29:00 PM,Others,Другие,1068252,1
Туризм,Знаменитости,26-30,9/24/2019 6:29:00 PM,Others,Знаменитости,1068428,1
Туризм,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1068630,1
Туризм,Музыка,26-30,9/24/2019 6:29:00 PM,Others,Другие,1068670,1
Туризм,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1069012,1
Туризм,Сад и дача,26-30,9/24/2019 6:29:00 PM,Others,Сад и дача,1069078,1
Туризм,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1069196,3
Шоу,Дети,26-30,9/24/2019 6:29:00 PM,Others,Дети,1069432,1
Шоу,Кино,26-30,9/24/2019 6:29:00 PM,Others,Кино,1069652,3
Шоу,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1069763,1
Шоу,Путешествия,26-30,9/24/2019 6:29:00 PM,Others,Путешествия,1069901,1
Шоу,Россия,26-30,9/24/2019 6:29:00 PM,Others,Россия,1069949,1
Шоу,Семейные отношения,26-30,9/24/2019 6:29:00 PM,Others,Семейные отношения,1070005,3
Шоу,Спорт,26-30,9/24/2019 6:29:00 PM,Others,Другие,1070121,1
Юмор,Авто,26-30,9/24/2019 6:29:00 PM,Others,Авто,1070222,2
Юмор,История,26-30,9/24/2019 6:29:00 PM,Others,История,1070531,1
Юмор,Одежда,26-30,9/24/2019 6:29:00 PM,Others,Одежда,1070670,1
Юмор,Полезные советы,26-30,9/24/2019 6:29:00 PM,Others,Полезные советы,1070728,1
Юмор,Психология,26-30,9/24/2019 6:29:00 PM,Others,Другие,1070803,2
Дети,Авто,26-30,9/24/2019 6:30:00 PM,Others,Авто,1041845,1
Дети,Деньги,26-30,9/24/2019 6:30:00 PM,Others,Другие,1041886,1
Дети,История,26-30,9/24/2019 6:30:00 PM,Others,История,1042256,2
Дети,Полезные советы,26-30,9/24/2019 6:30:00 PM,Others,Полезные советы,1042428,1
Дети,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1042680,2
Дети,Сад и дача,26-30,9/24/2019 6:30:00 PM,Others,Сад и дача,1042742,2
Дети,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1042857,1
Дети,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1042923,1
Женская психология,Деньги,26-30,9/24/2019 6:30:00 PM,Others,Другие,1043088,1
Женская психология,Знаменитости,26-30,9/24/2019 6:30:00 PM,Others,Знаменитости,1043274,3
Женская психология,Одежда,26-30,9/24/2019 6:30:00 PM,Others,Одежда,1043461,1
Женская психология,Психология,26-30,9/24/2019 6:30:00 PM,Others,Другие,1043587,3
Женская психология,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1043803,6
Женская психология,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1043883,1
Женщины,Дети,26-30,9/24/2019 6:30:00 PM,Others,Дети,1044068,2
Женщины,Еда,26-30,9/24/2019 6:30:00 PM,Others,Другие,1044136,1
Женщины,Здоровье,26-30,9/24/2019 6:30:00 PM,Others,Здоровье,1044192,2
Женщины,История,26-30,9/24/2019 6:30:00 PM,Others,История,1044435,2
Женщины,Одежда,26-30,9/24/2019 6:30:00 PM,Others,Одежда,1044573,2
Женщины,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1044849,2
Женщины,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1044996,5
Женщины,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1045076,1
Здоровье,Авто,26-30,9/24/2019 6:30:00 PM,Others,Авто,1045214,1
Здоровье,Еда,26-30,9/24/2019 6:30:00 PM,Others,Другие,1045364,1
Здоровье,Полезные советы,26-30,9/24/2019 6:30:00 PM,Others,Полезные советы,1045753,4
Здоровье,Путешествия,26-30,9/24/2019 6:30:00 PM,Others,Путешествия,1045915,2
Здоровье,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1046011,1
Здоровье,Сад и дача,26-30,9/24/2019 6:30:00 PM,Others,Сад и дача,1046074,3
Здоровье,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1046184,1
Здоровье,Строительство,26-30,9/24/2019 6:30:00 PM,Others,Другие,1046335,1
Знаменитости,Деньги,26-30,9/24/2019 6:30:00 PM,Others,Другие,1046436,1
Знаменитости,История,26-30,9/24/2019 6:30:00 PM,Others,История,1046691,1
Знаменитости,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1047037,4
Знаменитости,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1047140,1
Знаменитости,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1047194,1
Знаменитости,Спорт,26-30,9/24/2019 6:30:00 PM,Others,Другие,1047244,1
Интересные факты,Авто,26-30,9/24/2019 6:30:00 PM,Others,Авто,1047399,2
Интересные факты,Знаменитости,26-30,9/24/2019 6:30:00 PM,Others,Знаменитости,1047693,1
Интересные факты,Искусство,26-30,9/24/2019 6:30:00 PM,Others,Искусство,1047787,2
Интересные факты,История,26-30,9/24/2019 6:30:00 PM,Others,История,1047855,1
Интересные факты,Кино,26-30,9/24/2019 6:30:00 PM,Others,Кино,1047928,4
Интересные факты,Одежда,26-30,9/24/2019 6:30:00 PM,Others,Одежда,1048050,4
Интересные факты,Полезные советы,26-30,9/24/2019 6:30:00 PM,Others,Полезные советы,1048120,5
Интересные факты,Психология,26-30,9/24/2019 6:30:00 PM,Others,Другие,1048244,3
Интересные факты,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1048428,6
Интересные факты,Сад и дача,26-30,9/24/2019 6:30:00 PM,Others,Сад и дача,1048508,3
Интересные факты,Семейные отношения,26-30,9/24/2019 6:30:00 PM,Others,Семейные отношения,1048628,1
Интересные факты,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1048706,3
Искусство,Авто,26-30,9/24/2019 6:30:00 PM,Others,Авто,1048928,1
Искусство,Знаменитости,26-30,9/24/2019 6:30:00 PM,Others,Знаменитости,1049100,3
Искусство,Интерьеры,26-30,9/24/2019 6:30:00 PM,Others,Другие,1049164,1
Искусство,Кино,26-30,9/24/2019 6:30:00 PM,Others,Кино,1049323,4
Искусство,Одежда,26-30,9/24/2019 6:30:00 PM,Others,Одежда,1049433,1
Искусство,Полезные советы,26-30,9/24/2019 6:30:00 PM,Others,Полезные советы,1049485,2
Искусство,Психология,26-30,9/24/2019 6:30:00 PM,Others,Другие,1049573,1
Искусство,Россия,26-30,9/24/2019 6:30:00 PM,Others,Россия,1049722,2
Искусство,Семья,26-30,9/24/2019 6:30:00 PM,Others,Семья,1049910,1
