item_topic,source_topic,age_segment,dt,Others,Top and Other,record_id,visits
Россия,Сделай сам,31-35,9/24/2019 6:30:00 PM,Others,Другие,1065527,1
Россия,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1065579,1
Семья,Дети,31-35,9/24/2019 6:30:00 PM,Others,Дети,1066002,1
Семья,Интерьеры,31-35,9/24/2019 6:30:00 PM,Others,Другие,1066247,1
Семья,Искусство,31-35,9/24/2019 6:30:00 PM,Others,Искусство,1066301,1
Семья,Кино,31-35,9/24/2019 6:30:00 PM,Others,Кино,1066410,1
Семья,Одежда,31-35,9/24/2019 6:30:00 PM,Others,Одежда,1066492,1
Семья,Полезные советы,31-35,9/24/2019 6:30:00 PM,Others,Полезные советы,1066561,2
Семья,Психология,31-35,9/24/2019 6:30:00 PM,Others,Другие,1066656,1
Семья,Россия,31-35,9/24/2019 6:30:00 PM,Others,Россия,1066814,1
Семья,Сад и дача,31-35,9/24/2019 6:30:00 PM,Others,Сад и дача,1066871,1
Семья,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1066986,2
Скандалы,Дети,31-35,9/24/2019 6:30:00 PM,Others,Дети,1067245,1
Скандалы,Знаменитости,31-35,9/24/2019 6:30:00 PM,Others,Знаменитости,1067356,2
Скандалы,Искусство,31-35,9/24/2019 6:30:00 PM,Others,Искусство,1067459,1
Скандалы,Политика,31-35,9/24/2019 6:30:00 PM,Others,Политика,1067727,1
Скандалы,Россия,31-35,9/24/2019 6:30:00 PM,Others,Россия,1067872,4
Скандалы,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1067997,1
Скандалы,Семья,31-35,9/24/2019 6:30:00 PM,Others,Семья,1068055,1
Скандалы,Спорт,31-35,9/24/2019 6:30:00 PM,Others,Другие,1068109,1
Скандалы,Технологии,31-35,9/24/2019 6:30:00 PM,Others,Другие,1068165,1
Туризм,Искусство,31-35,9/24/2019 6:30:00 PM,Others,Искусство,1068540,1
Туризм,История,31-35,9/24/2019 6:30:00 PM,Others,История,1068588,1
Туризм,Одежда,31-35,9/24/2019 6:30:00 PM,Others,Одежда,1068714,1
Туризм,Путешествия,31-35,9/24/2019 6:30:00 PM,Others,Путешествия,1068908,1
Туризм,Россия,31-35,9/24/2019 6:30:00 PM,Others,Россия,1069028,1
Туризм,Сад и дача,31-35,9/24/2019 6:30:00 PM,Others,Сад и дача,1069088,1
Туризм,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1069210,2
Туризм,Технологии,31-35,9/24/2019 6:30:00 PM,Others,Другие,1069371,1
Шоу,Дети,31-35,9/24/2019 6:30:00 PM,Others,Дети,1069440,1
Шоу,Кино,31-35,9/24/2019 6:30:00 PM,Others,Кино,1069668,2
Шоу,Одежда,31-35,9/24/2019 6:30:00 PM,Others,Одежда,1069776,1
Шоу,Политика,31-35,9/24/2019 6:30:00 PM,Others,Политика,1069853,2
Шоу,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1070019,2
Шоу,Семья,31-35,9/24/2019 6:30:00 PM,Others,Семья,1070085,1
Шоу,Строительство,31-35,9/24/2019 6:30:00 PM,Others,Другие,1070158,1
Шоу,Финансы,31-35,9/24/2019 6:30:00 PM,Others,Другие,1070180,1
Юмор,Одежда,31-35,9/24/2019 6:30:00 PM,Others,Одежда,1070682,1
Юмор,Полезные советы,31-35,9/24/2019 6:30:00 PM,Others,Полезные советы,1070743,3
Юмор,Ремонт,31-35,9/24/2019 6:30:00 PM,Others,Другие,1070918,1
Юмор,Россия,31-35,9/24/2019 6:30:00 PM,Others,Россия,1070973,1
Юмор,Семейные отношения,31-35,9/24/2019 6:30:00 PM,Others,Семейные отношения,1071126,2
Юмор,Семья,31-35,9/24/2019 6:30:00 PM,Others,Семья,1071193,1
Юмор,Спорт,31-35,9/24/2019 6:30:00 PM,Others,Другие,1071250,1
Деньги,Технологии,31-35,9/24/2019 6:31:00 PM,Others,Другие,1041767,2
Деньги,Финансы,31-35,9/24/2019 6:31:00 PM,Others,Другие,1041804,1
Дети,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1042324,1
Дети,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1042444,2
Дети,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1042592,1
Дети,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1042813,1
Дети,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1042870,3
Женская психология,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1043151,1
Женская психология,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1043653,1
Женская психология,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1043715,1
Женская психология,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1043820,8
Женская психология,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1043894,2
Женщины,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1043993,2
Женщины,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1044205,1
Женщины,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1044382,2
Женщины,История,31-35,9/24/2019 6:31:00 PM,Others,История,1044446,1
Женщины,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1044585,2
Женщины,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1044652,1
Женщины,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1044788,1
Женщины,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1045011,5
Женщины,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1045086,2
Женщины,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1045142,1
Здоровье,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1045312,3
Здоровье,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1045431,1
Здоровье,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1045492,3
Здоровье,История,31-35,9/24/2019 6:31:00 PM,Others,История,1045600,1
Здоровье,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1045769,4
Здоровье,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1045926,1
Здоровье,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1046197,1
Здоровье,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1046255,1
Знаменитости,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1046573,2
Знаменитости,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1046835,1
Знаменитости,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1047054,4
Знаменитости,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1047205,3
Знаменитости,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1047256,1
Интересные факты,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1047414,2
Интересные факты,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1047634,2
Интересные факты,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1047709,1
Интересные факты,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1047799,1
Интересные факты,История,31-35,9/24/2019 6:31:00 PM,Others,История,1047869,3
Интересные факты,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1047942,3
Интересные факты,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1048063,2
Интересные факты,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1048136,4
Интересные факты,Психология,31-35,9/24/2019 6:31:00 PM,Others,Другие,1048256,2
Интересные факты,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1048321,1
Интересные факты,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1048443,6
Интересные факты,Сад и дача,31-35,9/24/2019 6:31:00 PM,Others,Сад и дача,1048522,4
Интересные факты,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1048643,2
Искусство,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1049337,3
Искусство,Психология,31-35,9/24/2019 6:31:00 PM,Others,Другие,1049582,1
Искусство,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1049628,2
Искусство,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1049735,3
Искусство,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1049919,1
История,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1050061,1
История,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1050163,2
История,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1050330,3
История,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1050415,1
История,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1050547,1
История,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1050703,1
История,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1050882,2
История,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1051005,2
История,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1051239,1
История,Технологии,31-35,9/24/2019 6:31:00 PM,Others,Другие,1051349,1
Красота,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1051464,1
Красота,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1051576,2
Красота,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1051637,3
Красота,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1052125,5
Красота,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1052343,1
Культура,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1052794,5
Культура,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1052909,1
Культура,История,31-35,9/24/2019 6:31:00 PM,Others,История,1052973,2
Культура,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1053037,2
Культура,Музыка,31-35,9/24/2019 6:31:00 PM,Others,Другие,1053102,1
Культура,Ремонт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1053371,1
Культура,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1053420,2
Культура,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1053561,1
Культура,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1053622,1
Культура,Строительство,31-35,9/24/2019 6:31:00 PM,Others,Другие,1053700,2
Наука,Деньги,31-35,9/24/2019 6:31:00 PM,Others,Другие,1053841,1
Наука,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1053897,3
Наука,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1053990,3
Наука,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1054058,4
Наука,Интерьеры,31-35,9/24/2019 6:31:00 PM,Others,Другие,1054120,1
Наука,История,31-35,9/24/2019 6:31:00 PM,Others,История,1054230,2
Наука,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1054303,4
Наука,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1054488,3
Наука,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1054666,3
Наука,Ремонт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1054733,2
Наука,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1054793,1
Наука,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1054907,1
Наука,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1055039,2
Наука,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1055101,3
Общество,Деньги,31-35,9/24/2019 6:31:00 PM,Others,Другие,1055344,2
Общество,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1055404,2
Общество,Еда,31-35,9/24/2019 6:31:00 PM,Others,Другие,1055457,1
Общество,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1055509,2
Общество,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1055578,2
Общество,История,31-35,9/24/2019 6:31:00 PM,Others,История,1055712,1
Общество,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1055910,1
Общество,Политика,31-35,9/24/2019 6:31:00 PM,Others,Политика,1055983,2
Общество,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1056238,6
Общество,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1056389,6
Общество,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1056467,3
Общество,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1056531,1
Отношения,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1056980,4
Отношения,Интерьеры,31-35,9/24/2019 6:31:00 PM,Others,Другие,1057052,1
Отношения,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1057113,1
Отношения,История,31-35,9/24/2019 6:31:00 PM,Others,История,1057174,1
Отношения,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1057341,2
Отношения,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1057417,3
Отношения,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1057598,2
Отношения,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1057731,4
Отношения,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1057870,1
Отношения,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1057931,1
Отношения,Строительство,31-35,9/24/2019 6:31:00 PM,Others,Другие,1058100,1
Подборки,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1058241,1
Подборки,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1058339,1
Подборки,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1058510,1
Подборки,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1058615,1
Подборки,История,31-35,9/24/2019 6:31:00 PM,Others,История,1058669,1
Подборки,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1058851,5
Подборки,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1059092,4
Подборки,Сад и дача,31-35,9/24/2019 6:31:00 PM,Others,Сад и дача,1059279,1
Подборки,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1059466,1
Подборки,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1059517,2
Подборки,Строительство,31-35,9/24/2019 6:31:00 PM,Others,Другие,1059570,1
Подборки,Технологии,31-35,9/24/2019 6:31:00 PM,Others,Другие,1059623,1
Полезные советы,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1059699,1
Полезные советы,Деньги,31-35,9/24/2019 6:31:00 PM,Others,Другие,1059770,3
Полезные советы,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1059833,2
Полезные советы,Еда,31-35,9/24/2019 6:31:00 PM,Others,Другие,1059891,1
Полезные советы,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1059945,1
Полезные советы,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1060010,1
Полезные советы,Интерьеры,31-35,9/24/2019 6:31:00 PM,Others,Другие,1060064,1
Полезные советы,История,31-35,9/24/2019 6:31:00 PM,Others,История,1060150,1
Полезные советы,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1060293,1
Полезные советы,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1060370,4
Полезные советы,Психология,31-35,9/24/2019 6:31:00 PM,Others,Другие,1060456,1
Полезные советы,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1060521,1
Полезные советы,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1060646,1
Полезные советы,Сад и дача,31-35,9/24/2019 6:31:00 PM,Others,Сад и дача,1060703,1
Полезные советы,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1060824,8
Полезные советы,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1060896,1
Полезные советы,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1060950,1
Психология,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1061172,1
Психология,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1061266,1
Психология,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1061324,1
Психология,История,31-35,9/24/2019 6:31:00 PM,Others,История,1061451,1
Психология,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1061608,5
Психология,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1061819,1
Психология,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1061895,1
Психология,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1061935,2
Психология,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1061998,1
Путешествия,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1062175,1
Путешествия,Деньги,31-35,9/24/2019 6:31:00 PM,Others,Другие,1062228,2
Путешествия,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1062286,3
Путешествия,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1062395,1
Путешествия,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1062444,1
Путешествия,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1062526,2
Путешествия,История,31-35,9/24/2019 6:31:00 PM,Others,История,1062591,3
Путешествия,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1063034,1
Путешествия,Сад и дача,31-35,9/24/2019 6:31:00 PM,Others,Сад и дача,1063086,2
Путешествия,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1063188,1
Путешествия,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1063251,1
Путешествия,Финансы,31-35,9/24/2019 6:31:00 PM,Others,Другие,1063381,1
Рассказы,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1063500,2
Рассказы,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1063567,2
Рассказы,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1063622,1
Рассказы,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1063703,1
Рассказы,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1063814,1
Рассказы,Психология,31-35,9/24/2019 6:31:00 PM,Others,Другие,1063991,1
Рассказы,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1064058,7
Рассказы,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1064381,2
Рассказы,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1064427,1
Россия,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1064542,2
Россия,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1064653,1
Россия,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1064773,4
Россия,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1064881,1
Россия,История,31-35,9/24/2019 6:31:00 PM,Others,История,1064945,2
Россия,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1065015,1
Россия,Музыка,31-35,9/24/2019 6:31:00 PM,Others,Другие,1065076,1
Россия,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1065436,4
Россия,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1065580,5
Россия,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1065654,1
Россия,Спорт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1065712,1
Россия,Строительство,31-35,9/24/2019 6:31:00 PM,Others,Другие,1065776,1
Россия,Технологии,31-35,9/24/2019 6:31:00 PM,Others,Другие,1065824,2
Семья,Деньги,31-35,9/24/2019 6:31:00 PM,Others,Другие,1065946,1
Семья,Еда,31-35,9/24/2019 6:31:00 PM,Others,Другие,1066068,2
Семья,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1066134,1
Семья,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1066185,1
Семья,Искусство,31-35,9/24/2019 6:31:00 PM,Others,Искусство,1066302,1
Семья,История,31-35,9/24/2019 6:31:00 PM,Others,История,1066353,1
Семья,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1066411,1
Семья,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1066493,1
Семья,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1066562,5
Семья,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1066711,1
Семья,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1066815,1
Семья,Сад и дача,31-35,9/24/2019 6:31:00 PM,Others,Сад и дача,1066872,2
Семья,Сделай сам,31-35,9/24/2019 6:31:00 PM,Others,Другие,1066926,2
Семья,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1066987,3
Семья,Семья,31-35,9/24/2019 6:31:00 PM,Others,Семья,1067052,1
Семья,Строительство,31-35,9/24/2019 6:31:00 PM,Others,Другие,1067119,1
Скандалы,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1067357,2
Скандалы,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1067693,1
Скандалы,Путешествия,31-35,9/24/2019 6:31:00 PM,Others,Путешествия,1067799,1
Скандалы,Ремонт,31-35,9/24/2019 6:31:00 PM,Others,Другие,1067835,1
Скандалы,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1067873,4
Скандалы,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1067998,1
Скандалы,Технологии,31-35,9/24/2019 6:31:00 PM,Others,Другие,1068166,1
Туризм,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1068293,1
Туризм,Здоровье,31-35,9/24/2019 6:31:00 PM,Others,Здоровье,1068387,2
Туризм,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1068440,1
Туризм,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1068639,1
Туризм,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1068769,1
Туризм,Россия,31-35,9/24/2019 6:31:00 PM,Others,Россия,1069029,1
Туризм,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1069211,2
Шоу,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1069441,1
Шоу,Знаменитости,31-35,9/24/2019 6:31:00 PM,Others,Знаменитости,1069513,3
Шоу,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1069669,2
Шоу,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1069777,2
Шоу,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1070020,2
Юмор,Авто,31-35,9/24/2019 6:31:00 PM,Others,Авто,1070233,2
Юмор,Дети,31-35,9/24/2019 6:31:00 PM,Others,Дети,1070308,2
Юмор,Кино,31-35,9/24/2019 6:31:00 PM,Others,Кино,1070597,1
Юмор,Одежда,31-35,9/24/2019 6:31:00 PM,Others,Одежда,1070683,1
Юмор,Полезные советы,31-35,9/24/2019 6:31:00 PM,Others,Полезные советы,1070744,1
Юмор,Семейные отношения,31-35,9/24/2019 6:31:00 PM,Others,Семейные отношения,1071127,1
Деньги,Семья,31-35,9/24/2019 6:32:00 PM,Others,Семья,1041656,2
Деньги,Финансы,31-35,9/24/2019 6:32:00 PM,Others,Другие,1041805,1
Дети,Авто,31-35,9/24/2019 6:32:00 PM,Others,Авто,1041853,1
Дети,Знаменитости,31-35,9/24/2019 6:32:00 PM,Others,Знаменитости,1042117,1
Дети,Искусство,31-35,9/24/2019 6:32:00 PM,Others,Искусство,1042213,1
Дети,Кино,31-35,9/24/2019 6:32:00 PM,Others,Кино,1042325,3
Дети,Полезные советы,31-35,9/24/2019 6:32:00 PM,Others,Полезные советы,1042445,1
Дети,Политика,31-35,9/24/2019 6:32:00 PM,Others,Политика,1042507,1
Дети,Семейные отношения,31-35,9/24/2019 6:32:00 PM,Others,Семейные отношения,1042871,1
Женская психология,Знаменитости,31-35,9/24/2019 6:32:00 PM,Others,Знаменитости,1043286,1
Женская психология,Одежда,31-35,9/24/2019 6:32:00 PM,Others,Одежда,1043474,1
Женская психология,Психология,31-35,9/24/2019 6:32:00 PM,Others,Другие,1043596,1
Женская психология,Путешествия,31-35,9/24/2019 6:32:00 PM,Others,Путешествия,1043654,2
Женская психология,Семейные отношения,31-35,9/24/2019 6:32:00 PM,Others,Семейные отношения,1043821,2
Женщины,Авто,31-35,9/24/2019 6:32:00 PM,Others,Авто,1043994,1
Женщины,Дети,31-35,9/24/2019 6:32:00 PM,Others,Дети,1044082,1
Женщины,Еда,31-35,9/24/2019 6:32:00 PM,Others,Другие,1044147,1
Женщины,Здоровье,31-35,9/24/2019 6:32:00 PM,Others,Здоровье,1044206,3
Женщины,Знаменитости,31-35,9/24/2019 6:32:00 PM,Others,Знаменитости,1044273,4
Женщины,Искусство,31-35,9/24/2019 6:32:00 PM,Others,Искусство,1044383,1
Женщины,История,31-35,9/24/2019 6:32:00 PM,Others,История,1044447,3
Женщины,Полезные советы,31-35,9/24/2019 6:32:00 PM,Others,Полезные советы,1044653,1
Женщины,Психология,31-35,9/24/2019 6:32:00 PM,Others,Другие,1044738,2
Женщины,Россия,31-35,9/24/2019 6:32:00 PM,Others,Россия,1044861,1
Женщины,Семейные отношения,31-35,9/24/2019 6:32:00 PM,Others,Семейные отношения,1045012,2
Здоровье,Знаменитости,31-35,9/24/2019 6:32:00 PM,Others,Знаменитости,1045493,1
Здоровье,Полезные советы,31-35,9/24/2019 6:32:00 PM,Others,Полезные советы,1045770,2
Здоровье,Путешествия,31-35,9/24/2019 6:32:00 PM,Others,Путешествия,1045927,2
Здоровье,Ремонт,31-35,9/24/2019 6:32:00 PM,Others,Другие,1045973,1
Здоровье,Семья,31-35,9/24/2019 6:32:00 PM,Others,Семья,1046256,1
Здоровье,Спорт,31-35,9/24/2019 6:32:00 PM,Others,Другие,1046302,1
Знаменитости,Дети,31-35,9/24/2019 6:32:00 PM,Others,Дети,1046472,1
Знаменитости,Искусство,31-35,9/24/2019 6:32:00 PM,Others,Искусство,1046641,1
Знаменитости,Кино,31-35,9/24/2019 6:32:00 PM,Others,Кино,1046752,1
Знаменитости,Одежда,31-35,9/24/2019 6:32:00 PM,Others,Одежда,1046836,3
Знаменитости,Путешествия,31-35,9/24/2019 6:32:00 PM,Others,Путешествия,1046984,3
Знаменитости,Россия,31-35,9/24/2019 6:32:00 PM,Others,Россия,1047055,3
Знаменитости,Спорт,31-35,9/24/2019 6:32:00 PM,Others,Другие,1047257,2
Знаменитости,Технологии,31-35,9/24/2019 6:32:00 PM,Others,Другие,1047330,1
Интересные факты,Авто,31-35,9/24/2019 6:32:00 PM,Others,Авто,1047415,2
Интересные факты,Дети,31-35,9/24/2019 6:32:00 PM,Others,Дети,1047519,2
Интересные факты,Здоровье,31-35,9/24/2019 6:32:00 PM,Others,Здоровье,1047635,2
